Participant;Part_Numb;Modality;IA;Creativity;UCP_N;N;TFD;Fix_count;First_pass;Regression;Reg_Count;ErrorPoints;Severity;ErrorCount;ErrorCounts
P02B;2;MT;zei;Non-UCP;413;2;432,5;1,5;114,5;84;0,5;0;Not;0;No
P02B;2;MT;Dat;Non-UCP;414;7;242,4285714;1,285714286;115,7142857;325,4285714;0,142857143;0;Not;0;No
P02B;2;MT;Dat;Non-UCP;415;14;143,2142857;0,785714286;117,3571429;212,6428571;0,214285714;1;Minor;1;Yes
P02B;2;MT;Hij;Non-UCP;416;5;184,6;1;118,8;65,6;0;0;Not;0;No
P02B;2;MT;een;Reproduction;168;7;134,4285714;0,714285714;103,8571429;217,2857143;0;0;Not;0;No
P02B;2;MT;wonen;Non-UCP;417;4;332,75;1,5;173;80,5;0;5;Major;1;Yes
P02B;2;MT;In;Non-UCP;418;7;146,2857143;0,714285714;119,2857143;145,2857143;0;0;Not;0;No
P02B;2;MT;Hij;Non-UCP;419;4;101;0,5;101;82,5;0;0;Not;0;No
P02B;2;MT;Twee;Non-UCP;420;22;147,8181818;0,772727273;110,6363636;141,5909091;0,090909091;5;Major;1;Yes
P02B;2;MT;Nu;Non-UCP;421;4;111,75;0,5;111,75;48,25;0;0;Not;0;No
P02B;2;MT;vrede;Reproduction;169;3;267,3333333;1;178,6666667;116;0;0;Not;0;No
P02B;2;MT;zich;Non-UCP;422;6;89;0,5;48;233,5;0,333333333;0;Not;0;No
P02B;2;MT;de;Reproduction;170;4;321;1,5;185;81;0;0;Not;0;No
P02B;2;MT;Hij;Non-UCP;423;2;148,5;1;63;102,5;0;0;Not;0;No
P02B;2;MT;stralend;Reproduction;171;1;182;1;182;182;0;0;Not;0;No
P02B;2;MT;De;Non-UCP;424;13;141,7692308;0,769230769;132,2307692;214,6153846;0,230769231;1;Minor;1;Yes
P02B;2;MT;Wehling;Reproduction;172;5;298,8;1,2;170;187,4;0,2;0;Not;0;No
P02B;2;MT;Er;Reproduction;173;7;234,2857143;1;144,2857143;181,1428571;0,142857143;1;Minor;1;Yes
P02B;2;MT;zei;Non-UCP;425;2;1016;4;249,5;194;0;0;Not;0;No
P02B;2;MT;En;Non-UCP;426;7;236,2857143;1,142857143;158,1428571;134,2857143;0;1;Minor;1;Yes
P02B;2;MT;Het;Reproduction;174;6;147,5;0,833333333;92,83333333;113,3333333;0;0;Not;0;No
P02B;2;MT;zei;Non-UCP;427;7;112,4285714;0,714285714;95,85714286;123,7142857;0,142857143;1;Minor;1;Yes
P02B;2;MT;Daar!;Reproduction;175;4;409,75;1,5;149;50,75;0;5;Major;1;Yes
P02B;2;MT;En;Non-UCP;428;14;112;0,642857143;103;138,9285714;0,071428571;0;Not;0;No
P02B;2;MT;Er;Reproduction;176;4;190,75;0,75;190,75;45;0;0;Not;0;No
P02B;2;MT;Niemand;Non-UCP;429;7;141,1428571;0,714285714;141,1428571;308,5714286;0,142857143;0;Not;0;No
P02B;2;MT;De;Non-UCP;430;12;99,5;0,5;99,5;164,3333333;0,166666667;0;Not;0;No
P02B;2;MT;het;Reproduction;177;3;148;0,666666667;148;288,3333333;0;0;Not;0;No
P02B;2;MT;De;Reproduction;178;25;121,8;0,64;113,92;140,68;0,04;5;Major;1;Yes
P02B;2;MT;zich;Non-UCP;431;21;152,952381;0,714285714;121,047619;47,76190476;0;1;Minor;1;Yes
P02B;2;MT;Alle;Non-UCP;432;9;163;0,888888889;117,4444444;127,7777778;0,444444444;0;Not;0;No
P02B;2;MT;Zeker;Non-UCP;433;12;122,6666667;0,75;120,0833333;208;0,083333333;0;Not;0;No
P02B;2;MT;Hij;Reproduction;179;14;133,7857143;0,5;99,35714286;158,5;0,071428571;0;Not;0;No
P02B;2;MT;Hij;Non-UCP;434;9;82;0,444444444;82;121,1111111;0;0;Not;0;No
P02B;2;MT;Hij;Non-UCP;435;9;56,22222222;0,444444444;33,55555556;101,6666667;0;0;Not;0;No
P02B;2;MT;En;Non-UCP;436;7;79,57142857;0,428571429;79,57142857;144,5714286;0,142857143;0;Not;0;No
P02B;2;MT;dat;Reproduction;180;5;176,2;1,2;102,4;81,6;0;0;Not;0;No
P02B;2;MT;van;Non-UCP;437;17;139,5882353;0,764705882;83,23529412;130,7058824;0,117647059;0;Not;0;No
P02B;2;MT;Hij;Non-UCP;438;13;116,7692308;0,615384615;96,53846154;115,6153846;0;1;Minor;1;Yes
P02B;2;MT;Maar;Non-UCP;439;6;171,8333333;0,833333333;157,3333333;403,8333333;0,166666667;0;Not;0;No
P02B;2;MT;En;Non-UCP;440;4;103,5;0,5;103,5;103,5;0;0;Not;0;No
P02B;2;MT;de;Reproduction;181;2;109,5;0,5;109,5;109,5;0;0;Not;0;No
P02B;2;MT;in;Non-UCP;441;6;65,83333333;0,333333333;65,83333333;65,83333333;0;0;Not;0;No
P02B;2;MT;Hij;Non-UCP;442;13;46,76923077;0,384615385;37,69230769;46,76923077;0;1;Minor;1;Yes
P02B;2;MT;2B;Non-UCP;443;1;0;0;0;0;0;5;Major;1;Yes
P02B;2;MT;Federal;Non-UCP;444;11;254,1818182;1,272727273;131,4545455;208,4545455;0,454545455;0;Not;0;No
P02B;2;MT;Hoe ;Non-UCP;445;12;136,6666667;0,75;93,66666667;164,9166667;0;0;Not;0;No
P02B;2;MT;We ;Non-UCP;446;10;122,2;0,6;122,2;141,7;0,1;0;Not;0;No
P02B;2;MT;kunnen;Reproduction;182;2;145;1;145;145;0;5;Major;1;Yes
P02B;2;MT;meneer;Non-UCP;447;3;152;0,666666667;152;152;0;0;Not;0;No
P02B;2;MT;Het ;Non-UCP;448;11;113,2727273;0,545454545;113,2727273;113,2727273;0;1;Minor;1;Yes
P02B;2;MT;Goed ;Non-UCP;449;5;74,4;0,4;74,4;74,4;0;0;Not;0;No
P02B;2;MT;als ;Reproduction;183;5;130;0,6;130;165,8;0,2;5;Major;1;Yes
P02B;2;MT;En;Non-UCP;450;8;115;0,5;77,375;77,375;0,125;0;Not;0;No
P02B;2;MT;Dank;Non-UCP;451;6;75;0,5;75;125,1666667;0;0;Not;0;No
P02B;2;MT;Uw ;Reproduction;184;12;132,5833333;0,583333333;132,5833333;152,1666667;0,083333333;0;Not;0;No
P02B;2;MT;Maar;Reproduction;185;10;146,6;0,6;146,6;199,4;0;0;Not;0;No
P05A;5;PE;Per;Reproduction;11;8;121,125;0,75;121,125;121,25;0;1;Minor;1;Yes
P05A;5;PE;Wehling;Non-UCP;186;3;519,3333333;3;191;385,6666667;1;0;Not;0;No
P05A;5;PE;niet;Reproduction;12;5;94,6;0,6;94,6;94,6;0;1;Minor;1;Yes
P05A;5;PE;in;Non-UCP;187;9;223,4444444;0,777777778;101;101;0,333333333;0;Not;0;No
P05A;5;PE;Op;Non-UCP;188;1;0;0;0;0;0;0;Not;0;No
P05A;5;PE;de;Reproduction;13;2;145,5;0,5;145,5;145,5;0;0;Not;0;No
P05A;5;PE;was;Non-UCP;189;9;91,22222222;0,444444444;91,22222222;91,22222222;0,111111111;0;Not;0;No
P05A;5;PE;krijgen.De;Non-UCP;190;6;106,5;0,666666667;106,5;106,5;0;1;Minor;1;Yes
P05A;5;PE;De;Non-UCP;191;4;171,75;1;117,75;171,75;0,5;0;Not;0;No
P05A;5;PE;ineengedoken;Reproduction;14;10;174,5;0,6;91,3;113;0;1;Minor;1;Yes
P05A;5;PE;Hij;Non-UCP;192;2;115,5;0,5;115,5;115,5;0;0;Not;0;No
P05A;5;PE;zo;Reproduction;15;6;103,8333333;0,5;103,8333333;103,8333333;0;0;Not;0;No
P05A;5;PE;dat;Reproduction;16;5;185,6;0,6;185,6;185,6;0;0;Not;0;No
P05A;5;PE;was.;Non-UCP;193;1;169;1;169;169;0;0;Not;0;No
P05A;5;PE;Zijn;Non-UCP;194;10;188,9;0,9;136,5;136,5;0,2;1;Minor;1;Yes
P05A;5;PE;een;Reproduction;17;5;170,2;0,8;129,2;129,2;0,2;0;Not;0;No
P05A;5;PE;Stoelen;Non-UCP;195;8;140,25;0,75;109,125;140,25;0;1;Minor;1;Yes
P05A;5;PE;Overal;Non-UCP;196;5;75,2;0,4;75,2;75,2;0;0;Not;0;No
P05A;5;PE;bespatte;CS;18;2;72;0,5;72;72;0;1;Minor;1;Yes
P05A;5;PE;De;Non-UCP;197;3;186,6666667;1;116,3333333;186,6666667;0,333333333;1;Minor;1;Yes
P05A;5;PE;opgeknapt.;Reproduction;19;1;0;0;0;0;0;0;Not;0;No
P05A;5;PE;Hij;Non-UCP;198;16;145,5;0,625;138,9375;145,5;0;1;Minor;1;Yes
P05A;5;PE;Een;CS;20;4;119,25;0,75;75;119,25;0;1;Minor;1;Yes
P05A;5;PE;ongeveer;Non-UCP;199;15;168,8666667;0,666666667;100,2;183,8;0,133333333;0;Not;0;No
P05A;5;PE;In;Reproduction;21;3;64;0,333333333;64;64;0;0;Not;0;No
P05A;5;PE;toen;Non-UCP;200;17;165,0588235;0,647058824;126,4117647;258,8823529;0,176470588;1;Minor;1;Yes
P05A;5;PE;Zozeer;CS;22;7;130,5714286;0,714285714;130,5714286;130,5714286;0;1;Minor;1;Yes
P05A;5;PE;nog;Non-UCP;201;7;57,71428571;0,285714286;57,71428571;57,71428571;0,142857143;1;Minor;1;Yes
P05A;5;PE;De;Reproduction;23;2;69;0,5;69;181;0;0;Not;0;No
P05A;5;PE;waar;Non-UCP;202;10;97,1;0,5;97,1;97,1;0,1;0;Not;0;No
P05A;5;PE;Mannen;Reproduction;24;9;216,7777778;0,777777778;196,6666667;399,8888889;0,111111111;0;Not;0;No
P05A;5;PE;schoffelden;Reproduction;25;10;211,8;0,7;189,1;384,4;0;1;Minor;1;Yes
P05A;5;PE;Mannen;Non-UCP;203;4;84,5;0,5;84,5;84,5;0,25;0;Not;0;No
P05A;5;PE;paars;Reproduction;26;5;124,2;0,6;124,2;124,2;0;0;Not;0;No
P05A;5;PE;kapten;Non-UCP;204;13;235,1538462;0,692307692;151,3846154;435,9230769;0;0;Not;0;No
P05A;5;PE;vuilverbranders.;Reproduction;27;1;714;3;191;714;0;0;Not;0;No
P05A;5;PE;Nooit,;Reproduction;28;3;250,6666667;1,333333333;205,3333333;250,6666667;0;0;Not;0;No
P05A;5;PE;zelfs;Non-UCP;205;13;166,9230769;0,769230769;144;160,9230769;0,153846154;0;Not;0;No
P05A;5;PE;formelere;Reproduction;29;4;168;0,75;168;168;0;0;Not;0;No
P05A;5;PE;tuin;Non-UCP;206;5;62,8;0,4;62,8;62,8;0,2;0;Not;0;No
P05A;5;PE;Elke;Non-UCP;207;4;124,5;0,5;124,5;245,5;0;0;Not;0;No
P05A;5;PE;grond,;CS;30;6;56,66666667;0,333333333;56,66666667;56,66666667;0,333333333;0;Not;0;No
P05A;5;PE;die;Non-UCP;208;5;113;0,6;113;475,6;0;0;Not;0;No
P05A;5;PE;Uit;Reproduction;31;7;53,57142857;0,285714286;53,57142857;53,57142857;0;1;Minor;1;Yes
P05A;5;PE;die;Non-UCP;209;6;61,16666667;0,5;61,16666667;117,1666667;0,166666667;0;Not;0;No
P05A;5;PE;Als;Reproduction;32;7;203,1428571;1;104,4285714;265,1428571;0,285714286;1;Minor;1;Yes
P05A;5;PE;Zal;Reproduction;33;5;106,4;0,4;106,4;186;0,2;1;Minor;1;Yes
P05A;5;PE;Ik;Reproduction;34;8;222,5;0,875;143,25;143,25;0,25;1;Minor;1;Yes
P05A;5;PE;En;CS;35;8;133,5;0,625;112,375;170;0,25;1;Minor;1;Yes
P05A;5;PE;Als;CS;36;6;418,1666667;2;153,1666667;711,5;0,666666667;1;Minor;1;Yes
P05A;5;PE;Waarom;CS;37;8;197,5;0,875;147,125;283,25;0,125;1;Minor;1;Yes
P05A;5;PE;Ik;Reproduction;38;5;271;1,4;197,8;222,4;0,4;1;Minor;1;Yes
P05A;5;PE;Laat;Reproduction;39;8;35,375;0,25;35,375;81,125;0,125;1;Minor;1;Yes
P05A;5;PE;De;Non-UCP;210;2;206,5;1;112;112;0;0;Not;0;No
P05A;5;PE;keek;CS;40;2;290;1,5;206,5;536;1;0;Not;0;No
P05A;5;PE;de;CS;41;5;464;1,2;225,2;307,6;0,6;0;Not;0;No
P05A;5;PE;'Ziet;Non-UCP;211;7;388,7142857;1,571428571;155;233,1428571;0,428571429;0;Not;0;No
P05A;5;PE;Ik;Non-UCP;212;10;154,3;0,6;72,4;766,9;0,2;0;Not;0;No
P05A;5;PE;Waarom;Non-UCP;213;3;59,33333333;0,333333333;59,33333333;59,33333333;0;0;Not;0;No
P05A;5;PE;u;Reproduction;42;2;95;0,5;95;95;0;0;Not;0;No
P05A;5;PE;er;Non-UCP;214;7;67,14285714;0,285714286;67,14285714;67,14285714;0;0;Not;0;No
P05A;5;PE;verscheen;Non-UCP;215;1;304;1;304;304;0;0;Not;0;No
P05A;5;PE;een;CS;43;3;95,66666667;0,666666667;95,66666667;95,66666667;0;1;Minor;1;Yes
P05A;5;PE;op;Non-UCP;216;3;0;0;0;0;0,333333333;0;Not;0;No
P05A;5;PE;'Het;Non-UCP;217;2;163,5;1;163,5;163,5;2,5;0;Not;0;No
P05A;5;PE;"""De ";Reproduction;44;4;115,25;0,5;115,25;115,25;0;0;Not;0;No
P05A;5;PE;weet;Reproduction;45;2;109;0,5;109;109;1;0;Not;0;No
P05A;5;PE;Dokter;Reproduction;46;2;569;2,5;268,5;547,5;0,5;0;Not;0;No
P05A;5;PE;lijkt;CS;47;2;306,5;1,5;195,5;613,5;0,5;0;Not;0;No
P05A;5;PE;zei;Non-UCP;218;3;89;0,333333333;89;89;0;0;Not;0;No
P05A;5;PE;Hij;Non-UCP;219;10;86,6;0,3;86,6;86,6;0,1;1;Minor;1;Yes
P05A;5;PE;wiens;Reproduction;48;6;187,5;0,666666667;187,5;187,5;0;0;Not;0;No
P05A;5;PE;dokter;Non-UCP;220;3;232;1;83,66666667;83,66666667;0,333333333;0;Not;0;No
P05A;5;PE;de;Reproduction;49;2;279,5;1,5;109;95,5;0;0;Not;0;No
P05A;5;PE;van;Non-UCP;221;3;126,6666667;0,666666667;126,6666667;126,6666667;0;0;Not;0;No
P05A;5;PE;Hitz;Non-UCP;222;2;89;0,5;89;89;0;0;Not;0;No
P05A;5;PE;een;Reproduction;50;3;170,3333333;0,666666667;170,3333333;170,3333333;0;0;Not;0;No
P05A;5;PE;'Er;Non-UCP;223;2;36;0,5;36;36;0;0;Not;0;No
P05A;5;PE;nog;Reproduction;51;4;93;0,5;93;93;0,25;0;Not;0;No
P05A;5;PE;om;Reproduction;52;4;118;0,5;118;205,5;0;0;Not;0;No
P05A;5;PE;zei;Non-UCP;224;3;111;0,666666667;111;111;0;0;Not;0;No
P05A;5;PE;Hij;Non-UCP;225;14;168,9285714;0,846153846;167,2307692;285,3076923;0,230769231;1;Minor;1;Yes
P05A;5;PE;nog;Reproduction;53;2;290;1;290;290;0;5;Major;1;Yes
P05A;5;PE;Alle;Non-UCP;227;16;101,5;0,625;97;163,8125;0,125;1;Minor;1;Yes
P05A;5;PE;het;Reproduction;54;7;74,28571429;0,428571429;39,28571429;129;0,142857143;1;Minor;1;Yes
P05A;5;PE;'Het;CS;55;14;111,5714286;0,428571429;111,5714286;111,5714286;0;1;Minor;1;Yes
P05A;5;PE;zei;Non-UCP;228;3;56;0,333333333;56;56;0;0;Not;0;No
P05A;5;PE;Het;Non-UCP;229;5;175,2;1;83,8;257,6;0,2;0;Not;0;No
P05A;5;PE;vertrok;Reproduction;56;3;115;0,666666667;115;115;0;0;Not;0;No
P05A;5;PE;'Denkt;CS;57;2;88,5;0,5;88,5;88,5;0;0;Not;0;No
P05A;5;PE;dat;Non-UCP;230;5;37,8;0,2;37,8;37,8;0;0;Not;0;No
P05A;5;PE;die;CS;58;2;196;1;196;196;0;0;Not;0;No
P05A;5;PE;vroeg;Non-UCP;231;2;220,5;1;220,5;220,5;0,5;0;Not;0;No
P05A;5;PE;u;Non-UCP;232;13;50,61538462;0,307692308;50,61538462;73,30769231;0,076923077;0;Not;0;No
P05A;5;PE;'Hoe;Non-UCP;233;11;138,4545455;0,636363636;110,8181818;164,6363636;0;0;Not;0;No
P05A;5;PE;De;Non-UCP;234;5;148,8;0,8;93,8;148,8;0;0;Not;0;No
P05A;5;PE;vieze,;CS;60;3;253;0,666666667;253;253;0;1;Minor;1;Yes
P05A;5;PE;'Dat;Reproduction;61;5;59,2;0,4;59,2;59,2;0;0;Not;0;No
P05A;5;PE;zei;Non-UCP;235;2;85;0,5;85;85;0;0;Not;0;No
P05A;5;PE;'Doe;Non-UCP;236;11;63,36363636;0,454545455;56,90909091;63,36363636;0;0;Not;0;No
P05A;5;PE;dat;CS;62;5;108,4;0,6;77;161,6;0,2;0;Not;0;No
P05A;5;PE;dan;Non-UCP;237;3;266,6666667;1;266,6666667;637,6666667;0,333333333;0;Not;0;No
P05A;5;PE;'U;Non-UCP;238;3;80,33333333;0,333333333;80,33333333;80,33333333;0;0;Not;0;No
P05A;5;PE;een;CS;63;3;186;0,666666667;186;186;0;1;Minor;1;Yes
P05A;5;PE;hè,';Non-UCP;239;4;57,5;0,25;57,5;57,5;0;0;Not;0;No
P05A;5;PE;'Mag;Non-UCP;240;7;251,8571429;1;211,4285714;321,1428571;0,285714286;0;Not;0;No
P05A;5;PE;De;Non-UCP;241;6;66,33333333;0,333333333;66,33333333;110,5;0,166666667;0;Not;0;No
P05A;5;PE;'Als;Non-UCP;242;6;67,83333333;0,333333333;67,83333333;67,83333333;0;1;Minor;1;Yes
P05A;5;PE;ouwe...';CS;64;1;282;1;282;282;0;1;Minor;1;Yes
P05A;5;PE;zei;Non-UCP;243;10;46,4;0,2;46,4;46,4;0,1;0;Not;0;No
P05A;5;PE;het;Reproduction;65;3;144;0,666666667;144;207;0;0;Not;0;No
P05A;5;PE;dat;Non-UCP;244;9;140,1111111;0,555555556;140,1111111;140,1111111;0;0;Not;0;No
P05A;5;PE;De;CS;66;8;163,875;0,875;109,75;410,125;0,375;5;Major;1;Yes
P05A;5;PE;Het;Non-UCP;245;3;130,3333333;0,666666667;130,3333333;130,3333333;0,333333333;0;Not;0;No
P05A;5;PE;2;Reproduction;67;1;604,8333333;2,166666667;179,8333333;703,1666667;0,833333333;0;Not;0;No
P05A;5;PE;Het;Non-UCP;246;8;179,625;1;104,25;134,25;0,25;0;Not;0;No
P05A;5;PE;fantasierijke;Reproduction;68;1;433;2;184;184;0;0;Not;0;No
P05A;5;PE;bijnamen;Reproduction;69;1;0;0;0;0;0;0;Not;0;No
P05A;5;PE;als:;Non-UCP;247;1;417;2;200;200;0;0;Not;0;No
P05A;5;PE;Cafetaria,;CS;70;1;253;1;253;253;0;1;Minor;1;Yes
P05A;5;PE;Muziektent,;CS;71;1;596;3;328;473;0;1;Minor;1;Yes
P05A;5;PE;Inmakerij,;Reproduction;72;1;415;2;160;1860;0;1;Minor;1;Yes
P05A;5;PE;Kattenbak,;Reproduction;73;1;409;2;127;409;0;0;Not;0;No
P05A;5;PE;Ontsmetter,;Reproduction;74;1;348;1;348;348;0;0;Not;0;No
P05A;5;PE;Uitje,;CS;75;1;258;1;258;258;0;1;Minor;1;Yes
P05A;5;PE;Tot;Reproduction;76;3;110,3333333;0,666666667;110,3333333;110,3333333;0;1;Minor;1;Yes
P05A;5;PE;Vrolijke;Reproduction;77;2;186;1;186;186;0;1;Minor;1;Yes
P05A;5;PE;Laatste;CS;78;2;335;1,5;245,5;335;0;1;Minor;1;Yes
P05A;5;PE;Guus;CS;79;2;221;1;221;221;0,5;1;Minor;1;Yes
P05A;5;PE;Dompelbad,;Reproduction;80;1;458;2;135;721;0;1;Minor;1;Yes
P05A;5;PE;Mixer,;CS;81;1;256;1;256;256;0;1;Minor;1;Yes
P05A;5;PE;Traantjeniet;CS;82;1;379;2;202;379;0;1;Minor;1;Yes
P05A;5;PE;Zorgenloos.;CS;83;1;674;1;674;674;0;1;Minor;1;Yes
P05A;5;PE;'Zijn;Reproduction;84;4;154;0,75;122,5;154;0;0;Not;0;No
P05A;5;PE;was;Non-UCP;248;8;179,375;1;125,25;125,25;0,125;0;Not;0;No
P05A;5;PE;het;Reproduction;85;5;277,8;1,6;113,4;347,4;0,4;0;Not;0;No
P05A;5;PE;De;Non-UCP;249;7;178,2857143;0,714285714;178,2857143;217,4285714;0,142857143;1;Minor;1;Yes
P05A;5;PE;'Als;Non-UCP;250;20;104,4;0,5;91,55;142,55;0,1;0;Not;0;No
P05A;5;PE;'Een;Reproduction;86;2;441,5;2;105;441,5;0;0;Not;0;No
P05A;5;PE;hè?';Non-UCP;251;4;184,5;0,75;51,5;51,5;0,25;0;Not;0;No
P05A;5;PE;'Dat;CS;87;5;104,2;0,4;104,2;104,2;0,2;0;Not;0;No
P05A;5;PE;Denk;Non-UCP;252;12;91,66666667;0,5;91,66666667;232,75;0,083333333;0;Not;0;No
P05A;5;PE;De;Non-UCP;253;2;224,5;1;142;142;0,5;0;Not;0;No
P05A;5;PE;verklaarde;Reproduction;88;5;249,6;1,2;172,4;172,4;0;0;Not;0;No
P05A;5;PE;dat;CS;89;4;158;0,75;158;628,75;0,25;0;Not;0;No
P05A;5;PE;de;Reproduction;90;2;374,5;2;190,5;299;0;0;Not;0;No
P05A;5;PE;van;Non-UCP;254;3;132,6666667;0,666666667;132,6666667;132,6666667;0;0;Not;0;No
P05A;5;PE;waren.'De;Non-UCP;255;2;355;1,5;216,5;1379,5;0;0;Not;0;No
P05A;5;PE;zou;Reproduction;91;4;296,25;0,5;296,25;296,25;0;0;Not;0;No
P05A;5;PE;volgens;Non-UCP;256;2;124;0,5;124;124;0;0;Not;0;No
P05A;5;PE;nog;Non-UCP;257;3;109,3333333;0,333333333;109,3333333;109,3333333;0;1;Minor;1;Yes
P05A;5;PE;zei;Non-UCP;258;2;78,5;0,5;78,5;78,5;0;0;Not;0;No
P05A;5;PE;De;Non-UCP;259;6;227,5;0,833333333;197,5;461,8333333;0,333333333;0;Not;0;No
P05A;5;PE;Wehling,;Non-UCP;260;12;143,25;0,666666667;127,5;127,5833333;0;0;Not;0;No
P05A;5;PE;En;Non-UCP;261;5;83,6;0,4;83,6;83,6;0,6;0;Not;0;No
P05A;5;PE;Een;Reproduction;92;5;234,2;1,4;69,6;1164,6;0;1;Minor;1;Yes
P05A;5;PE;schreed;Reproduction;94;4;164,25;0,75;164,25;164,25;0,5;0;Not;0;No
P05A;5;PE;op;Non-UCP;262;1;284;1;284;284;0;0;Not;0;No
P05A;5;PE;hoge;CS;93;2;126;0,5;126;126;0;1;Minor;1;Yes
P05A;5;PE;Haar;Non-UCP;263;6;199,8333333;0,833333333;157,6666667;287,6666667;0;0;Not;0;No
P05A;5;PE;uitheemse;CS;95;2;300,5;1;300,5;300,5;0;1;Minor;1;Yes
P05A;5;PE;allemaal;Non-UCP;264;7;72,28571429;0,285714286;72,28571429;72,28571429;0,142857143;0;Not;0;No
P05A;5;PE;de;Reproduction;96;9;115,3333333;0,555555556;115,3333333;115,3333333;0;0;Not;0;No
P05A;5;PE;noemde.;Non-UCP;265;1;212;1;212;212;1;0;Not;0;No
P05A;5;PE;Het;CS;97;2;215;1;133;215;0;0;Not;0;No
P05A;5;PE;op;Non-UCP;266;3;120;0,666666667;45;263,3333333;0;0;Not;0;No
P05A;5;PE;canvas;CS;98;1;308;1;308;308;0;1;Minor;1;Yes
P05A;5;PE;was;Non-UCP;267;2;163;0,5;163;163;0;0;Not;0;No
P05A;5;PE;Uitvoerende;CS;99;2;275,5;1,5;197,5;197,5;0,5;0;Not;0;No
P05A;5;PE;van;Non-UCP;268;13;197,4615385;0,692307692;149,6153846;245,6153846;0,230769231;0;Not;0;No
P05A;5;PE;De;Non-UCP;269;5;239,2;1,2;184,4;314,8;0,2;0;Not;0;No
P05A;5;PE;een;Reproduction;100;3;379,6666667;1,666666667;184;184;0;0;Not;0;No
P05A;5;PE;om;Non-UCP;270;4;154,5;0,75;23,25;154,5;0,5;1;Minor;1;Yes
P05A;5;PE;Het;Non-UCP;271;28;106,5714286;0,535714286;94,96428571;115,5;0,071428571;5;Major;1;Yes
P05A;5;PE;een;CS;101;3;84;0,666666667;84;201,3333333;0;0;Not;0;No
P05A;5;PE;'Moet;Non-UCP;272;9;245,3333333;0,888888889;195,2222222;400;0,444444444;0;Not;0;No
P05A;5;PE;'Dat;Non-UCP;273;4;169;0,75;169;169;0;0;Not;0;No
P05A;5;PE;wat;Reproduction;102;4;69,75;0,25;69,75;69,75;0;0;Not;0;No
P05A;5;PE;zei;Non-UCP;274;2;125;0,5;125;125;0;0;Not;0;No
P05A;5;PE;'U;Non-UCP;275;11;97,81818182;0,454545455;97,81818182;97,81818182;0;0;Not;0;No
P05A;5;PE;'Ze;Non-UCP;276;13;152;0,692307692;142,6923077;196,8461538;0,230769231;0;Not;0;No
P05A;5;PE;'Ik;Non-UCP;277;2;0;0;0;0;0,5;0;Not;0;No
P05A;5;PE;Leora;Reproduction;103;2;389;2;195,5;449,5;0;0;Not;0;No
P05A;5;PE;Ze;Non-UCP;278;2;135;0,5;135;135;0;0;Not;0;No
P05A;5;PE;'En;Non-UCP;279;2;67,5;0,5;67,5;67,5;0;1;Minor;1;Yes
P05A;5;PE;dompelen;Reproduction;104;3;227;1;227;227;0;5;Major;1;Yes
P05A;5;PE;zei;Non-UCP;280;2;0;0;0;0;0,5;0;Not;0;No
P05A;5;PE;'Wat?';Non-UCP;281;3;231,3333333;0,666666667;231,3333333;403,6666667;0;0;Not;0;No
P05A;5;PE;'Laat;Non-UCP;282;5;148,6;0,4;148,6;148,6;0;0;Not;0;No
P05A;5;PE;'Wat;Non-UCP;283;6;121,1666667;0,666666667;92,83333333;92,83333333;0,166666667;0;Not;0;No
P05A;5;PE;'Ziet;Reproduction;105;9;84;0,444444444;84;84;0;0;Not;0;No
P05A;5;PE;of;Reproduction;106;2;0;0;0;0;0;0;Not;0;No
P05A;5;PE;zei;Non-UCP;284;3;227,6666667;1;128,6666667;227,6666667;0,333333333;0;Not;0;No
P05A;5;PE;Hij;Non-UCP;285;10;76,7;0,4;76,7;76,7;0,1;0;Not;0;No
P05A;5;PE;schilderskiel;Reproduction;107;1;569;3;256;465;2;0;Not;0;No
P05A;5;PE;'Duncan,;Non-UCP;286;8;86,875;0,625;69,125;69,125;0,125;0;Not;0;No
P05A;5;PE;'Ja;Non-UCP;287;5;48,6;0,2;48,6;48,6;0;0;Not;0;No
P05A;5;PE;U;Reproduction;108;5;67,4;0,4;67,4;95,8;0,2;1;Minor;1;Yes
P05A;5;PE;Ziet;Non-UCP;288;4;128;0,75;60,25;390;0,25;0;Not;0;No
P05A;5;PE;een;Reproduction;109;4;54;0,25;54;54;0;0;Not;0;No
P05A;5;PE;waarop;Non-UCP;289;5;70,8;0,4;70,8;70,8;0;0;Not;0;No
P05A;5;PE;uw;Reproduction;110;3;63;0,333333333;63;63;0;0;Not;0;No
P05A;5;PE;We;Non-UCP;290;6;52,5;0,166666667;52,5;289,3333333;0,166666667;0;Not;0;No
P05A;5;PE;keuzemogelijkheden;CS;111;1;782;3;151;151;0;1;Minor;1;Yes
P05A;5;PE;Met;Non-UCP;291;8;122,375;0,625;79;201,25;0;0;Not;0;No
P05A;5;PE;'Jeetje,';Reproduction;112;1;0;0;0;0;0;0;Not;0;No
P05A;5;PE;zei;Non-UCP;292;2;113,5;0,5;113,5;113,5;0;0;Not;0;No
P05A;5;PE;Voor;Non-UCP;293;6;78,5;0,5;66,5;66,5;0,166666667;0;Not;0;No
P05A;5;PE;Ik;Non-UCP;294;6;132;0,5;93,83333333;132;0;0;Not;0;No
P05A;5;PE;Elk;CS;113;5;102,2;0,6;71,6;237,2;0,2;1;Minor;1;Yes
P05A;5;PE;zei;Non-UCP;295;2;97;0,5;97;97;0;0;Not;0;No
