Participant;Part_Numb;Modality;TFD;Fix_count;First_pass;Regression;Reg_Count;IA;Creativity;Errors;Errors.check;Error_Type;Severity;Errorcombination;ErrorPoint;ErrorCount;Freq
P07B;7;MT;118;1;118;457;0;Hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;466;2;313;466;0;schudde;Non-UCP;Not;1;Not;Not;Not;0;0;3,12
P07B;7;MT;345;2;207;345;0;zijn;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P07B;7;MT;262;1;262;262;0;hoofd;Non-UCP;Not;1;Not;Not;Not;0;0;5,36
P07B;7;MT;325;1;325;325;0;Twee;Non-UCP;Not;1;Not;Not;Not;0;0;6,06
P07B;7;MT;0;0;0;0;0;eeuwen;Non-UCP;Not;1;Not;Not;Not;0;0;4,32
P07B;7;MT;219;2;72;72;1;geleden;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P07B;7;MT;198;1;198;198;0;toen;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P07B;7;MT;0;0;0;0;0;ik;Non-UCP;Not;1;Not;Not;Not;0;0;7,11
P07B;7;MT;267;1;267;267;0;nog;Non-UCP;Not;1;Not;Not;Not;0;0;6,53
P07B;7;MT;0;0;0;0;0;jong;Non-UCP;Not;1;Not;Not;Not;0;0;5,01
P07B;7;MT;230;1;230;230;0;was;Non-UCP;Not;1;Not;Not;Not;0;0;6,61
P07B;7;MT;205;1;205;205;0;was;Non-UCP;Not;1;Not;Not;Not;0;0;6,61
P07B;7;MT;303;1;303;303;0;het;Non-UCP;Not;1;Not;Not;Not;0;0;7,49
P07B;7;MT;265;1;265;265;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P07B;7;MT;127;1;127;127;0;hel;Non-UCP;Not;1;Not;Not;Not;0;0;4,38
P07B;7;MT;150;1;150;150;0;dat;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;7,1
P07B;7;MT;620;4;110;322;2;niemand;Non-UCP;Not;1;Not;Not;Not;0;0;5,4
P07B;7;MT;891;4;236;604;1;dacht;Non-UCP;Not;1;Not;Not;Not;0;0;5,24
P07B;7;MT;530;2;270;270;0;dat;Non-UCP;Not;1;Not;Not;Not;0;0;7,1
P07B;7;MT;629;3;275;385;0;het;Non-UCP;Not;1;Not;Not;Not;0;0;7,49
P07B;7;MT;0;0;0;0;0;nog;Non-UCP;Not;1;Not;Not;Not;0;0;6,53
P07B;7;MT;245;1;245;245;0;twintig;Non-UCP;Not;1;Not;Not;Not;0;0;4,7
P07B;7;MT;472;2;234;234;1;jaar;Non-UCP;Not;1;Not;Not;Not;0;0;6,25
P07B;7;MT;712;3;224;2039;0;kon;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;5,56
P07B;7;MT;299;2;150;6290;0;duren;Non-UCP;Error;2;Accuracy;Major;AccMaj;5;1;4,62
P07B;7;MT;0;0;0;0;0;Nu;Non-UCP;Not;1;Not;Not;Not;0;0;6,37
P07B;7;MT;265;1;265;265;0;strekken;Non-UCP;Not;1;Not;Not;Not;0;0;3,35
P07B;7;MT;450;1;450;450;0;eeuwen;Non-UCP;Not;1;Not;Not;Not;0;0;4,32
P07B;7;MT;196;1;196;196;1;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P07B;7;MT;463;3;165;304;1;vrede;Reproduction;Not;1;Not;Not;Not;0;0;4,76
P07B;7;MT;192;1;192;192;0;en;Reproduction;Not;1;Not;Not;Not;0;0;7,4
P07B;7;MT;361;2;225;908;0;overvloed;Reproduction;Not;1;Not;Not;Not;0;0;3,82
P07B;7;MT;92;1;92;92;0;zich;Non-UCP;Not;1;Not;Not;Not;0;0;6,17
P07B;7;MT;224;1;224;224;1;voor;Non-UCP;Not;1;Not;Not;Not;0;0;7,05
P07B;7;MT;243;1;243;243;0;ons;Non-UCP;Not;1;Not;Not;Not;0;0;6,21
P07B;7;MT;354;1;354;354;0;uit;Non-UCP;Not;1;Not;Not;Not;0;0;6,65
P07B;7;MT;94;1;94;915;0;tot;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P07B;7;MT;245;1;245;245;0;zover;Non-UCP;Not;1;Not;Not;Not;0;0;4,87
P07B;7;MT;0;0;0;0;0;de;Reproduction;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;541;3;228;541;0;verbeelding;Reproduction;Not;1;Not;Not;Not;0;0;3,84
P07B;7;MT;624;2;281;281;1;wil;Reproduction;Not;1;Not;Not;Not;0;0;6,18
P07B;7;MT;286;1;286;629;0;reizen;Reproduction;Not;1;Not;Not;Not;0;0;4,82
P07B;7;MT;0;0;0;0;0;Hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;531;3;120;531;0;glimlachte;Non-UCP;Not;1;Not;Not;Not;0;0;3,31
P07B;7;MT;348;1;348;348;0;stralend;Reproduction;Not;1;Not;Not;Not;0;0;3,32
P07B;7;MT;0;0;0;0;0;De;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;631;2;391;631;0;glimlach;Non-UCP;Not;1;Not;Not;Not;0;0;4,32
P07B;7;MT;0;0;0;0;0;verdween;Non-UCP;Not;1;Not;Not;Not;0;0;4,29
P07B;7;MT;0;0;0;0;0;toen;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P07B;7;MT;257;1;257;257;1;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;485;1;485;485;0;zag;Non-UCP;Not;1;Not;Not;Not;0;0;5,29
P07B;7;MT;149;1;149;149;0;dat;Non-UCP;Not;1;Not;Not;Not;0;0;7,1
P07B;7;MT;484;2;246;246;1;Wehling;Non-UCP;Not;1;Not;Not;Not;0;0;0
P07B;7;MT;272;1;272;272;0;juist;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;5,26
P07B;7;MT;0;0;0;0;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P07B;7;MT;396;2;261;396;0;revolver;Non-UCP;Not;1;Not;Not;Not;0;0;3,19
P07B;7;MT;280;1;280;280;0;had;Non-UCP;Not;1;Not;Not;Not;0;0;6,07
P07B;7;MT;176;1;176;414;0;getrokken;Non-UCP;Not;1;Not;Not;Not;0;0;4,36
P07B;7;MT;161;1;161;161;1;Wehling;Reproduction;Not;1;Not;Not;Not;0;0;0
P07B;7;MT;213;1;213;213;0;schoot;Reproduction;Not;1;Not;Not;Not;0;0;4,27
P07B;7;MT;619;3;186;186;0;dokter;Reproduction;Not;1;Not;Not;Not;0;0;4,51
P07B;7;MT;513;2;210;3819;0;Hitz;Reproduction;Not;1;Not;Not;Not;0;0;1,88
P07B;7;MT;504;2;271;271;1;dood;Reproduction;Not;1;Not;Not;Not;0;0;5,57
P07B;7;MT;166;1;166;399;1;Er;Reproduction;Error;2;Accuracy;Minor;AccMin;1;1;6,78
P07B;7;MT;588;3;175;783;1;is;Reproduction;Not;1;Not;Not;Not;0;0;7,2
P07B;7;MT;282;1;282;282;0;plaats;Reproduction;Not;1;Not;Not;Not;0;0;5,74
P07B;7;MT;345;2;83;549;0;voor;Reproduction;Not;1;Not;Not;Not;0;0;7,05
P07B;7;MT;141;1;141;141;0;één;Reproduction;Not;1;Not;Not;Not;0;0;5,77
P07B;7;MT;0;0;0;0;0;-;Reproduction;Not;1;Not;Not;Not;0;0;0
P07B;7;MT;512;2;408;512;0;een;Reproduction;Not;1;Not;Not;Not;0;0;7,41
P07B;7;MT;0;0;0;0;0;grote;Reproduction;Not;1;Not;Not;Not;0;0;5,85
P07B;7;MT;269;1;269;269;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P07B;7;MT;107;1;107;107;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;0;0;0;0;0;En;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P07B;7;MT;467;2;183;467;0;toen;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P07B;7;MT;177;1;177;177;0;schoot;Non-UCP;Not;1;Not;Not;Not;0;0;4,27
P07B;7;MT;217;1;217;217;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;129;1;129;129;0;op;Non-UCP;Error;2;Style;Minor;StyMin;1;1;7,12
P07B;7;MT;159;1;159;159;0;Leora;Non-UCP;Not;1;Not;Not;Not;0;0;1,56
P07B;7;MT;0;0;0;0;0;Duncan;Non-UCP;Not;1;Not;Not;Not;0;0;3,59
P07B;7;MT;170;1;170;170;0;Het;Reproduction;Not;1;Not;Not;Not;0;0;7,49
P07B;7;MT;0;0;0;0;0;is;Reproduction;Not;1;Not;Not;Not;0;0;7,2
P07B;7;MT;423;2;211;211;1;alleen;Reproduction;Not;1;Not;Not;Not;0;0;6,09
P07B;7;MT;307;1;307;519;0;maar;Reproduction;Not;1;Not;Not;Not;0;0;6,77
P07B;7;MT;307;1;307;307;0;de;Reproduction;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;0;0;0;0;0;dood;Reproduction;Not;1;Not;Not;Not;0;0;5,57
P07B;7;MT;321;1;321;321;0;zei;Non-UCP;Not;1;Not;Not;Not;0;0;5,52
P07B;7;MT;0;0;0;0;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;161;1;161;161;0;tegen;Non-UCP;Not;1;Not;Not;Not;0;0;6,11
P07B;7;MT;289;1;289;289;0;haar;Non-UCP;Not;1;Not;Not;Not;0;0;6,3
P07B;7;MT;260;2;183;260;0;toen;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P07B;7;MT;65;1;65;65;0;ze;Non-UCP;Not;1;Not;Not;Not;0;0;6,69
P07B;7;MT;0;0;0;0;0;viel;Non-UCP;Error;2;Accuracy;Minor;AccMin;1;1;4,95
P07B;7;MT;225;1;225;225;1;Daar!;Reproduction;Error;2;Accuracy;Major;AccMaj;5;1;6
P07B;7;MT;263;2;98;488;0;Kamer;Reproduction;Error;2;Accuracy;Major;AccMaj;5;1;5,28
P07B;7;MT;281;1;281;647;0;voor;Reproduction;Not;1;Not;Not;Not;0;0;7,05
P07B;7;MT;0;0;0;0;0;twee;Reproduction;Not;1;Not;Not;Not;0;0;6,06
P07B;7;MT;270;2;160;160;1;En;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P07B;7;MT;492;2;214;214;1;toen;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P07B;7;MT;189;1;189;189;0;schoot;Non-UCP;Not;1;Not;Not;Not;0;0;4,27
P07B;7;MT;167;1;167;167;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;143;1;143;143;0;zichzelf;Non-UCP;Not;1;Not;Not;Not;0;0;5,18
P07B;7;MT;156;1;156;156;0;dood;Non-UCP;Not;1;Not;Not;Not;0;0;5,57
P07B;7;MT;0;0;0;0;0;en;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P07B;7;MT;167;1;167;167;0;maakte;Non-UCP;Not;1;Not;Not;Not;0;0;5,28
P07B;7;MT;196;1;196;196;0;plaats;Non-UCP;Not;1;Not;Not;Not;0;0;5,74
P07B;7;MT;0;0;0;0;0;voor;Non-UCP;Not;1;Not;Not;Not;0;0;7,05
P07B;7;MT;185;1;185;185;0;alle;Non-UCP;Not;1;Not;Not;Not;0;0;5,97
P07B;7;MT;287;1;287;287;0;drie;Non-UCP;Not;1;Not;Not;Not;0;0;5,76
P07B;7;MT;171;1;171;171;0;zijn;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P07B;7;MT;74;1;74;74;0;kinderen;Non-UCP;Not;1;Not;Not;Not;0;0;5,75
P07B;7;MT;0;0;0;0;0;Er;Reproduction;Not;1;Not;Not;Not;0;0;6,78
P07B;7;MT;580;4;101;455;1;kwam;Reproduction;Not;1;Not;Not;Not;0;0;5,66
P07B;7;MT;250;1;250;250;0;niemand;Reproduction;Not;1;Not;Not;Not;0;0;5,4
P07B;7;MT;332;1;332;332;0;aanrennen;Reproduction;Not;1;Not;Not;Not;0;0;2,18
P07B;7;MT;181;1;181;181;0;Niemand;Non-UCP;Not;1;Not;Not;Not;0;0;5,4
P07B;7;MT;169;1;169;169;0;scheen;Non-UCP;Not;1;Not;Not;Not;0;0;3,47
P07B;7;MT;0;0;0;0;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;433;1;433;433;0;schoten;Non-UCP;Not;1;Not;Not;Not;0;0;4,18
P07B;7;MT;0;0;0;0;0;te;Non-UCP;Not;1;Not;Not;Not;0;0;7,02
P07B;7;MT;160;1;160;160;0;hebben;Non-UCP;Not;1;Not;Not;Not;0;0;6,49
P07B;7;MT;126;1;126;126;0;gehoord;Non-UCP;Not;1;Not;Not;Not;0;0;5,01
P07B;7;MT;132;1;132;132;1;De;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;0;0;0;0;0;schilder;Non-UCP;Not;1;Not;Not;Not;0;0;4,13
P07B;7;MT;281;1;281;281;0;zat;Non-UCP;Not;1;Not;Not;Not;0;0;5,21
P07B;7;MT;249;2;98;662;0;boven;Non-UCP;Not;1;Not;Not;Not;0;0;5,4
P07B;7;MT;0;0;0;0;0;op;Non-UCP;Not;1;Not;Not;Not;0;0;7,12
P07B;7;MT;240;1;240;240;0;zijn;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P07B;7;MT;137;1;137;137;0;ladder;Non-UCP;Not;1;Not;Not;Not;0;0;3,78
P07B;7;MT;0;0;0;0;0;en;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P07B;7;MT;254;1;254;254;0;keek;Non-UCP;Not;1;Not;Not;Not;0;0;4,64
P07B;7;MT;189;1;189;189;0;peinzend;Non-UCP;Not;1;Not;Not;Not;0;0;2,25
P07B;7;MT;393;1;393;393;1;neer;Non-UCP;Not;1;Not;Not;Not;0;0;4,79
P07B;7;MT;493;2;210;210;1;op;Non-UCP;Not;1;Not;Not;Not;0;0;7,12
P07B;7;MT;0;0;0;0;0;het;Non-UCP;Not;1;Not;Not;Not;0;0;7,49
P07B;7;MT;610;3;222;1286;0;treurige;Reproduction;Not;1;Not;Not;Not;0;0;3,35
P07B;7;MT;269;2;181;269;0;tafereel;Reproduction;Not;1;Not;Not;Not;0;0;3,39
P07B;7;MT;0;0;0;0;0;De;Reproduction;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;321;2;100;321;0;schilder;Reproduction;Not;1;Not;Not;Not;0;0;4,13
P07B;7;MT;226;2;122;226;0;dacht;Reproduction;Not;1;Not;Not;Not;0;0;5,24
P07B;7;MT;257;1;257;257;0;na;Reproduction;Not;1;Not;Not;Not;0;0;6,21
P07B;7;MT;160;1;160;160;0;over;Reproduction;Not;1;Not;Not;Not;0;0;6,54
P07B;7;MT;0;0;0;0;0;het;Reproduction;Not;1;Not;Not;Not;0;0;7,49
P07B;7;MT;220;1;220;220;0;treurige;Reproduction;Not;1;Not;Not;Not;0;0;3,35
P07B;7;MT;241;1;241;241;0;raadsel;Reproduction;Not;1;Not;Not;Not;0;0;3,87
P07B;7;MT;204;1;204;204;0;van;Reproduction;Not;1;Not;Not;Not;0;0;7,51
P07B;7;MT;0;0;0;0;0;het;Reproduction;Not;1;Not;Not;Not;0;0;7,49
P07B;7;MT;210;1;210;210;0;leven;Reproduction;Not;1;Not;Not;Not;0;0;5,95
P07B;7;MT;0;0;0;0;0;dat;Reproduction;Not;1;Not;Not;Not;0;0;7,1
P07B;7;MT;420;2;236;420;0;verlangde;Reproduction;Not;1;Not;Not;Not;0;0;3,19
P07B;7;MT;388;1;388;388;0;geboren;Reproduction;Not;1;Not;Not;Not;0;0;5,12
P07B;7;MT;0;0;0;0;0;te;Reproduction;Not;1;Not;Not;Not;0;0;7,02
P07B;7;MT;423;2;230;423;0;worden;Reproduction;Not;1;Not;Not;Not;0;0;6,38
P07B;7;MT;335;2;228;335;0;en;Reproduction;Not;1;Not;Not;Not;0;0;7,4
P07B;7;MT;0;0;0;0;0;als;Reproduction;Not;1;Not;Not;Not;0;0;6,8
P07B;7;MT;240;3;115;240;1;hij;Reproduction;Error;2;Fluency;Minor;FluMin;1;1;6,7
P07B;7;MT;75;1;75;315;0;eenmaal;Reproduction;Not;1;Not;Not;Not;0;0;4,75
P07B;7;MT;246;1;246;246;0;geboren;Reproduction;Not;1;Not;Not;Not;0;0;5,12
P07B;7;MT;203;1;203;203;0;was;Reproduction;Not;1;Not;Not;Not;0;0;6,61
P07B;7;MT;0;0;0;0;0;te;Reproduction;Not;1;Not;Not;Not;0;0;7,02
P07B;7;MT;330;2;165;330;0;willen;Reproduction;Not;1;Not;Not;Not;0;0;5,81
P07B;7;MT;236;1;236;236;0;bevruchten;Reproduction;Error;2;Accuracy;Major;AccMaj;5;1;2,53
P07B;7;MT;162;1;162;162;1;zich;Non-UCP;Not;1;Not;Not;Not;0;0;6,17
P07B;7;MT;624;3;184;786;0;vermenigvuldigen;Non-UCP;Not;1;Not;Not;Not;0;0;3,27
P07B;7;MT;0;0;0;0;0;en;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P07B;7;MT;158;1;158;158;0;zo;Non-UCP;Not;1;Not;Not;Not;0;0;6,43
P07B;7;MT;256;1;256;256;0;lang;Non-UCP;Not;1;Not;Not;Not;0;0;5,65
P07B;7;MT;155;1;155;155;0;mogelijk;Non-UCP;Not;1;Not;Not;Not;0;0;5,49
P07B;7;MT;83;1;83;83;0;leven;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P07B;7;MT;505;2;166;505;1;dat;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;7,1
P07B;7;MT;162;1;162;162;0;alles;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;5,86
P07B;7;MT;0;0;0;0;0;te;Non-UCP;Error;2;Fluency;Minor;FluMin;1;1;7,02
P07B;7;MT;355;2;128;1022;0;doen;Non-UCP;Not;1;Not;Not;Not;0;0;6,13
P07B;7;MT;457;1;457;457;0;op;Non-UCP;Not;1;Not;Not;Not;0;0;7,12
P07B;7;MT;0;0;0;0;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P07B;7;MT;551;2;241;241;1;heel;Non-UCP;Not;1;Not;Not;Not;0;0;6
P07B;7;MT;639;2;355;355;0;kleine;Non-UCP;Not;1;Not;Not;Not;0;0;5,55
P07B;7;MT;138;1;138;732;0;planeet;Non-UCP;Not;1;Not;Not;Not;0;0;4,35
P07B;7;MT;276;1;276;276;0;die;Non-UCP;Not;1;Not;Not;Not;0;0;6,9
P07B;7;MT;256;1;256;256;0;eeuwig;Non-UCP;Not;1;Not;Not;Not;0;0;4,1
P07B;7;MT;271;1;271;271;0;zou;Non-UCP;Not;1;Not;Not;Not;0;0;6,17
P07B;7;MT;299;1;299;299;0;moeten;Non-UCP;Not;1;Not;Not;Not;0;0;6,03
P07B;7;MT;263;1;263;263;0;duren;Non-UCP;Not;1;Not;Not;Not;0;0;4,62
P07B;7;MT;486;2;336;486;1;Alle;Non-UCP;Not;1;Not;Not;Not;0;0;5,97
P07B;7;MT;373;4;128;763;1;antwoorden;Non-UCP;Not;1;Not;Not;Not;0;0;4,64
P07B;7;MT;0;0;0;0;0;die;Non-UCP;Not;1;Not;Not;Not;0;0;6,9
P07B;7;MT;352;1;352;352;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;246;1;246;246;0;schilder;Non-UCP;Not;1;Not;Not;Not;0;0;4,13
P07B;7;MT;153;1;153;153;0;kon;Non-UCP;Not;1;Not;Not;Not;0;0;5,56
P07B;7;MT;268;1;268;268;0;bedenken;Non-UCP;Not;1;Not;Not;Not;0;0;4,45
P07B;7;MT;277;2;153;277;1;waren;Non-UCP;Not;1;Not;Not;Not;0;0;5,92
P07B;7;MT;193;1;193;193;0;grimmig;Non-UCP;Not;1;Not;Not;Not;0;0;2,87
P07B;7;MT;202;1;202;202;0;Zeker;Non-UCP;Not;1;Not;Not;Not;0;0;5,69
P07B;7;MT;133;1;133;133;1;nog;Non-UCP;Not;1;Not;Not;Not;0;0;6,53
P07B;7;MT;508;2;291;641;0;grimmiger;Non-UCP;Not;1;Not;Not;Not;0;0;2,49
P07B;7;MT;142;1;142;142;0;dan;Non-UCP;Not;1;Not;Not;Not;0;0;6,62
P07B;7;MT;0;0;0;0;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P07B;7;MT;332;3;22;332;0;Catbox;Non-UCP;Not;1;Not;Not;Not;0;0;0
P07B;7;MT;0;0;0;0;0;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P07B;7;MT;235;1;235;235;0;Happy;Non-UCP;Not;1;Not;Not;Not;0;0;4,47
P07B;7;MT;259;1;259;259;0;Hooligan;Non-UCP;Not;1;Not;Not;Not;0;0;2,58
P07B;7;MT;136;1;136;136;1;een;Non-UCP;Not;1;Not;Not;Not;0;0;7,41
P07B;7;MT;492;3;151;2909;0;Easy;Non-UCP;Not;1;Not;Not;Not;0;0;3,89
P07B;7;MT;0;0;0;0;0;Go;Non-UCP;Not;1;Not;Not;Not;0;0;4,52
P07B;7;MT;273;1;273;273;0;Hij;Reproduction;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;292;2;173;292;0;dacht;Reproduction;Not;1;Not;Not;Not;0;0;5,24
P07B;7;MT;146;1;146;146;0;aan;Reproduction;Not;1;Not;Not;Not;0;0;6,76
P07B;7;MT;190;1;190;190;0;oorlog;Reproduction;Not;1;Not;Not;Not;0;0;5,29
P07B;7;MT;0;0;0;0;0;Hij;Reproduction;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;249;1;249;249;0;dacht;Reproduction;Not;1;Not;Not;Not;0;0;5,24
P07B;7;MT;207;1;207;207;0;aan;Reproduction;Not;1;Not;Not;Not;0;0;6,76
P07B;7;MT;0;0;0;0;0;de;Reproduction;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;148;1;148;148;0;pest;Reproduction;Not;1;Not;Not;Not;0;0;3,91
P07B;7;MT;262;1;262;262;0;Hij;Reproduction;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;0;0;0;0;0;dacht;Reproduction;Not;1;Not;Not;Not;0;0;5,24
P07B;7;MT;220;1;220;316;0;aan;Reproduction;Not;1;Not;Not;Not;0;0;6,76
P07B;7;MT;0;0;0;0;0;de;Reproduction;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;215;2;107;728;0;hongerdood;Reproduction;Not;1;Not;Not;Not;0;0;2,74
P07B;7;MT;99;1;99;99;0;Hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;416;3;186;186;1;wist;Non-UCP;Not;1;Not;Not;Not;0;0;5,23
P07B;7;MT;312;2;209;209;1;dat;Non-UCP;Not;1;Not;Not;Not;0;0;7,1
P07B;7;MT;211;1;211;211;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;164;1;164;164;0;nooit;Non-UCP;Not;1;Not;Not;Not;0;0;5,77
P07B;7;MT;249;1;249;249;0;meer;Non-UCP;Not;1;Not;Not;Not;0;0;6,44
P07B;7;MT;0;0;0;0;0;zou;Non-UCP;Not;1;Not;Not;Not;0;0;6,17
P07B;7;MT;359;1;359;359;0;gaan;Non-UCP;Not;1;Not;Not;Not;0;0;6,18
P07B;7;MT;209;1;209;209;0;schilderen;Non-UCP;Not;1;Not;Not;Not;0;0;4,15
P07B;7;MT;0;0;0;0;0;Hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;252;1;252;252;0;liet;Non-UCP;Not;1;Not;Not;Not;0;0;5,09
P07B;7;MT;237;1;237;237;0;zijn;Non-UCP;Not;1;Not;Not;Not;0;0;6,96
P07B;7;MT;0;0;0;0;0;penseel;Non-UCP;Not;1;Not;Not;Not;0;0;2,91
P07B;7;MT;0;0;0;0;0;op;Non-UCP;Not;1;Not;Not;Not;0;0;7,12
P07B;7;MT;208;1;208;208;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;931;4;295;295;1;dekkleden;Non-UCP;Not;1;Not;Not;Not;0;0;1,68
P07B;7;MT;376;2;154;1012;0;eronder;Non-UCP;Not;1;Not;Not;Not;0;0;3,86
P07B;7;MT;296;1;296;296;0;vallen;Non-UCP;Not;1;Not;Not;Not;0;0;5,16
P07B;7;MT;0;0;0;0;0;En;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P07B;7;MT;304;1;304;304;1;toen;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P07B;7;MT;208;1;208;208;0;kwam;Non-UCP;Not;1;Not;Not;Not;0;0;5,66
P07B;7;MT;127;1;127;639;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;321;1;321;321;0;tot;Non-UCP;Not;1;Not;Not;Not;0;0;6,39
P07B;7;MT;0;0;0;0;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;268;1;268;268;0;conclusie;Non-UCP;Not;1;Not;Not;Not;0;0;4,44
P07B;7;MT;0;0;0;0;0;dat;Reproduction;Not;1;Not;Not;Not;0;0;7,1
P07B;7;MT;592;2;263;592;0;hij;Reproduction;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;205;1;205;205;0;ook;Reproduction;Not;1;Not;Not;Not;0;0;6,69
P07B;7;MT;214;1;214;214;0;genoeg;Reproduction;Not;1;Not;Not;Not;0;0;5,49
P07B;7;MT;0;0;0;0;0;had;Reproduction;Not;1;Not;Not;Not;0;0;6,07
P07B;7;MT;354;1;354;354;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P07B;7;MT;162;1;162;162;0;het;Non-UCP;Not;1;Not;Not;Not;0;0;7,49
P07B;7;MT;104;1;104;104;0;leven;Non-UCP;Not;1;Not;Not;Not;0;0;5,95
P07B;7;MT;0;0;0;0;0;in;Non-UCP;Not;1;Not;Not;Not;0;0;7,36
P07B;7;MT;128;1;128;128;1;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;308;1;308;436;0;Gelukkige;Non-UCP;Not;1;Not;Not;Not;0;0;4,11
P07B;7;MT;158;1;158;158;0;Tuin;Non-UCP;Not;1;Not;Not;Not;0;0;4,76
P07B;7;MT;75;1;75;75;0;des;Non-UCP;Not;1;Not;Not;Not;0;0;4,74
P07B;7;MT;212;1;212;212;1;Levens;Non-UCP;Not;1;Not;Not;Not;0;0;4,47
P07B;7;MT;0;0;0;0;0;en;Non-UCP;Not;1;Not;Not;Not;0;0;7,4
P07B;7;MT;470;2;349;470;0;hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;0;0;0;0;0;kwam;Non-UCP;Not;1;Not;Not;Not;0;0;5,66
P07B;7;MT;353;3;50;949;1;langzaam;Non-UCP;Not;1;Not;Not;Not;0;0;4,73
P07B;7;MT;0;0;0;0;0;van;Non-UCP;Not;1;Not;Not;Not;0;0;7,51
P07B;7;MT;358;1;358;358;0;de;Non-UCP;Not;1;Not;Not;Not;0;0;7,73
P07B;7;MT;0;0;0;0;0;ladder;Non-UCP;Not;1;Not;Not;Not;0;0;3,78
P07B;7;MT;0;0;0;0;0;af;Non-UCP;Not;1;Not;Not;Not;0;0;5,84
P07B;7;MT;0;0;0;0;0;Hij;Non-UCP;Not;1;Not;Not;Not;0;0;6,7
P07B;7;MT;304;2;122;304;0;nam;Non-UCP;Error;2;Style;Minor;StyMin;1;1;5,15
P07B;7;MT;145;1;145;145;0;Wehlings;Non-UCP;Not;1;Not;Not;Not;0;0;0
P07B;7;MT;135;1;135;135;0;pistool;Non-UCP;Not;1;Not;Not;Not;0;0;3,83
